INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:recall_test: 0.6903
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:recall_test: 0.6948
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:recall_test: 0.6908
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:recall_test: 0.7094
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:recall_test: 0.7009
INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 128 method: plane lr: 0.0001 top1/topk: topk r: 10
INFO:root:recall_test: 0.7044
INFO:root:Epoch [1], Loss: 297043165184.0000, Test Loss: 296819066325.2894, recall_train: 0.7146, recall_test: 0.7063 recall_val: 0.7044
INFO:root:Epoch [2], Loss: 291159900160.0000, Test Loss: 291283291368.9309, recall_train: 0.7152, recall_test: 0.7061 recall_val: 0.7031
INFO:root:Epoch [3], Loss: 287846006784.0000, Test Loss: 287624939672.7610, recall_train: 0.7142, recall_test: 0.7038 recall_val: 0.6992
INFO:root:Epoch [4], Loss: 285298196480.0000, Test Loss: 285345737316.8732, recall_train: 0.7123, recall_test: 0.7020 recall_val: 0.6986
INFO:root:Epoch [5], Loss: 283757477888.0000, Test Loss: 283731927449.4760, recall_train: 0.7099, recall_test: 0.7019 recall_val: 0.6944
INFO:root:Epoch [6], Loss: 282659520512.0000, Test Loss: 282576173943.3799, recall_train: 0.7067, recall_test: 0.6997 recall_val: 0.6944
INFO:root:Epoch [7], Loss: 281721569280.0000, Test Loss: 281644586178.6358, recall_train: 0.7040, recall_test: 0.6975 recall_val: 0.6916
INFO:root:Epoch [8], Loss: 280652120064.0000, Test Loss: 280873074079.8790, recall_train: 0.7001, recall_test: 0.6925 recall_val: 0.6861
INFO:root:Epoch [9], Loss: 280074059776.0000, Test Loss: 280115318012.3676, recall_train: 0.6956, recall_test: 0.6856 recall_val: 0.6794
INFO:root:Epoch [10], Loss: 279161634816.0000, Test Loss: 279374708053.4427, recall_train: 0.6902, recall_test: 0.6816 recall_val: 0.6752
INFO:root:Epoch [11], Loss: 278334275584.0000, Test Loss: 278665554522.6497, recall_train: 0.6845, recall_test: 0.6753 recall_val: 0.6675
INFO:root:Epoch [12], Loss: 277523202048.0000, Test Loss: 277930915850.2085, recall_train: 0.6779, recall_test: 0.6678 recall_val: 0.6620
INFO:root:Epoch [13], Loss: 276972929024.0000, Test Loss: 277239164273.3120, recall_train: 0.6721, recall_test: 0.6650 recall_val: 0.6587
INFO:root:Epoch [14], Loss: 275873071104.0000, Test Loss: 276458581379.7096, recall_train: 0.6655, recall_test: 0.6547 recall_val: 0.6519
INFO:root:Epoch [15], Loss: 274776752128.0000, Test Loss: 275600583835.6696, recall_train: 0.6578, recall_test: 0.6473 recall_val: 0.6452
INFO:root:Epoch [16], Loss: 275066159104.0000, Test Loss: 274734410889.8306, recall_train: 0.6497, recall_test: 0.6413 recall_val: 0.6352
INFO:root:Epoch [17], Loss: 272335355904.0000, Test Loss: 273873001461.3205, recall_train: 0.6411, recall_test: 0.6305 recall_val: 0.6272
INFO:root:Epoch [18], Loss: 272708485120.0000, Test Loss: 272947851699.3771, recall_train: 0.6329, recall_test: 0.6211 recall_val: 0.6192
INFO:root:Epoch [19], Loss: 270905556992.0000, Test Loss: 271950655139.3071, recall_train: 0.6235, recall_test: 0.6084 recall_val: 0.6087
INFO:root:Epoch [20], Loss: 270286209024.0000, Test Loss: 270928185102.6230, recall_train: 0.6132, recall_test: 0.6005 recall_val: 0.5975
INFO:root:Epoch [21], Loss: 269169328128.0000, Test Loss: 269962204252.7158, recall_train: 0.6031, recall_test: 0.5877 recall_val: 0.5897
INFO:root:Epoch [22], Loss: 267860819968.0000, Test Loss: 269044389747.1677, recall_train: 0.5937, recall_test: 0.5794 recall_val: 0.5797
INFO:root:Epoch [23], Loss: 267625529344.0000, Test Loss: 268122054152.8803, recall_train: 0.5849, recall_test: 0.5714 recall_val: 0.5691
