INFO:root:n: 500000 D: 128 queries: 3200 anchors: 128 k: 32 method: plane lr: 0.0001
INFO:root:recall_test: 0.2469
INFO:root:Epoch [1], Loss: 2109.8394, Test Loss: 2170.7881, recall_train: 0.6604, recall_test: 0.2359 recall_val: 0.2125
INFO:root:Epoch [2], Loss: 2054.3525, Test Loss: 2228.7205, recall_train: 0.6615, recall_test: 0.2453 recall_val: 0.2109
INFO:root:Epoch [3], Loss: 1786.9729, Test Loss: 2255.0386, recall_train: 0.6635, recall_test: 0.2391 recall_val: 0.2188
INFO:root:Epoch [4], Loss: 1890.1887, Test Loss: 2139.7007, recall_train: 0.6664, recall_test: 0.2297 recall_val: 0.2156
INFO:root:Epoch [5], Loss: 2098.2729, Test Loss: 2098.5957, recall_train: 0.6650, recall_test: 0.2406 recall_val: 0.2156
INFO:root:Epoch [6], Loss: 2321.8862, Test Loss: 2077.3950, recall_train: 0.6673, recall_test: 0.2344 recall_val: 0.2188
INFO:root:Epoch [7], Loss: 1892.4779, Test Loss: 2090.8350, recall_train: 0.6683, recall_test: 0.2297 recall_val: 0.2313
INFO:root:Epoch [8], Loss: 1892.8219, Test Loss: 2032.8666, recall_train: 0.6684, recall_test: 0.2500 recall_val: 0.2234
INFO:root:Epoch [9], Loss: 1871.3658, Test Loss: 1995.2190, recall_train: 0.6684, recall_test: 0.2328 recall_val: 0.2219
INFO:root:Epoch [10], Loss: 2029.6677, Test Loss: 1981.2334, recall_train: 0.6688, recall_test: 0.2391 recall_val: 0.2297
INFO:root:Epoch [11], Loss: 1690.0549, Test Loss: 1998.2639, recall_train: 0.6718, recall_test: 0.2375 recall_val: 0.2266
INFO:root:Epoch [12], Loss: 1996.2656, Test Loss: 1954.0231, recall_train: 0.6720, recall_test: 0.2375 recall_val: 0.2313
INFO:root:Epoch [13], Loss: 1808.0867, Test Loss: 1912.9365, recall_train: 0.6741, recall_test: 0.2375 recall_val: 0.2469
INFO:root:Epoch [14], Loss: 2139.3909, Test Loss: 1904.1055, recall_train: 0.6760, recall_test: 0.2406 recall_val: 0.2484
INFO:root:Epoch [15], Loss: 1497.1228, Test Loss: 1936.0039, recall_train: 0.6768, recall_test: 0.2219 recall_val: 0.2391
